system	code	label	synonyms
WD	Q572201	autophobia	autophobia; eremophobia; isolophobia; monophobia; specific phobia of isolation
WD	Q17125068	Dahlberg Borer Newcomer syndrome	Dahlberg Borer Newcomer syndrome; Dahlberg syndrome; Hypoparathyroidism lymphedema syndrome; Hypoparathyroidism-Lymphedema Syndrome; LYMPHEDEMA-HYPOPARATHYROIDISM SYNDROME; Lymphedema hypoparathyroidism syndrome; Lymphedema-hypoparathyroidism syndrome syndrome; medical condition
WD	Q3508677	deafness dystonia syndrome	DDON syndrome; Deafness Dystonia Optic Atrophy Syndrome; Deafness Dystonia Optic Neuronopathy Syndrome; Deafness Dystonia Optic Neuronopathy Syndrome (DDON); Deafness Syndrome, Progressive, With Blindness, Dystonia, Fractures, and Mental Deficiency; Deafness-Dystonia-Optic Atrophy Syndrome; Deafness-dystonia-optic neuronopathy syndrome; Dystonia Deafness Syndrome; Dystonia-Deafness Syndrome; Jensen syndrome; MOHR-TRANEBJAERG SYNDROME; MTS; Mohr-Tranebjaerg Syndrome; deafness dystonia syndrome; mitochondrial metabolism disease that is characterized by hearing loss that begins early in life, problems with movement, impaired vision, and behavior problems
WD	Q116873190	blood banking	administrative procedures and methods used for blood and plasma in blood banks; blood banking
WD	Q2906693	baritosis	Baritosis (disorder); Deposition of barium in the lungs; Inhalation of barytes; baritosis; benign type of pneumoconiosis, which is caused by long-term exposure to barium dust
WD	Q5535458	Geomelophagia	Geomelophagia
WD	Q55785569	distal monosomy 7q36	Distal deletion 7q36; Distal monosomy type 7q36; Monosomy 7qter; Telomeric deletion 7q36; distal monosomy 7q36
WD	Q552059	equine viral arteritis	EVA; equine viral arteritis; horse disease
WD	Q6469585	Ladin's sign	Ladin's sign; clinical sign of pregnancy
WD	Q4771328	anterior cervical discectomy and fusion	ACDF; anterior cervical discectomy and fusion; surgical procedure
WD	Q896643	brachydactyly	bone development disease characterized by short fingers and toes; brachydactyly; isolated brachydactyly; nonsyndromic brachydactyly
WD	Q51993	Ebola hemorrhagic fever	EHP; EVP; Ebola; Ebola disease; Ebola fever; Ebola hemorrhagic fever; Ebola virus disease; Hemorrhagic Fever, Ebola; human disease
WD	Q56249855	Cabrera sign	Cabrera sign
WD	Q30990102	hypogonadotropic hypogonadism	congenital idiopathic hypogonadotropic hypogonadism; hypogonadism characterized by a impaired signalling by gonadotrpin relasing hormone; hypogonadotropic hypogonadism; isolated congenital gonadotropin deficiency
WD	Q7107685	Ostium primum atrial septal defect	Ostium primum atrial septal defect; medical condition
WD	Q18767	primary progressive aphasia	Aphasia, Primary Progressive; Mesulam syndrome; PPA; primary progressive aphasia; progressive aphasia; progressive language and speech disorder
WD	Q810978	Battle's sign	Battle's sign; indication of fracture of middle cranial fossa of the skull; mastoid ecchymosis
WD	Q669435	renal agenesis	congenital disorder of urinary system; hereditary renal aplasia; hereditary urogenital adysplasia; renal adysplasia; renal agenesis; renal aplasia; renal hypoplasia
WD	Q7316120	resting-state fMRI	Resting state fMRI; medical procedure; resting-state fMRI; resting-state functional magnetic resonance imaging
WD	Q19597582	immunoradiometric assay	immunoradiometric assay; radioimmunoassay in which excess specific labeled antibody is added directly to the test antigen
WD	Q1391634	leonine facies	dermatological symptom; leonine facies
WD	Q6911278	Morel's ear	Anatomical variance of the ear; Morel's ear
WD	Q5958826	Hypervitaminosis E	Hypervitaminosis E
WD	Q3961681	blepharophimosis-intellectual disability syndrome, Ohdo type	BMRS, Ohdo type; Blepharophimosis syndrome, Ohdo type; Mental Retardation, Congenital Heart Disease, Blepharophimosis, Blepharoptosis, and Hypoplastic Teeth; Ohdo Blepharophimosis Syndrome; Ohdo blepharophimosis syndrome; Ohdo syndrome; Ohdo-Madokoro-Sonoda syndrome; blepharophimosis-intellectual disability syndrome, Ohdo type; syndrome that is characterized by blepharophimosis, ptosis, dental hypoplasia, hearing impairment and intellectual disability
WD	Q5197477	Cyanopsia	Cyanopsia; Medical term for seeing everything tinted in blue
WD	Q4346007	Pogosta disease	Karelian fever; Ockelbo disease; Pogosta disease; medical condition
WD	Q118905665	Health outcomes for adults born prematurely	Health outcomes for adults born prematurely; medical condition
WD	Q7834225	Transgender people in Singapore	Transgender in Singapore; Transgender people in Singapore; overview of the status of transgender in Singapore
WD	Q22908967	Hot quadrate sign	Hot quadrate sign; radiologic sign
WD	Q7246836	proarrhythmia	Type of drug side effect; proarrhythmia
WD	Q3411951	perinatal care	care of women and a fetus or newborn given before, during, and after delivery from the 28th week of gestation through the 7th day after delivery; perinatal care; perinatal period
WD	Q11766554	macroangiopathy	macroangiopathy
WD	Q5192063	Cuban fever	Cuban fever; form of tropical fever or malaria
WD	Q2857909	thiamine-responsive megaloblastic anemia syndrome	Megaloblastic Anemia, Thiamine-Responsive, With Diabetes Mellitus and Sensorineural Deafness; Megaloblastic anemia thiamine-responsive with diabetes mellitus and sensorineural deafness; Rogers syndrome; THIAMINE-RESPONSIVE MEGALOBLASTIC ANEMIA SYNDROME; THMD1; TRMA; Thiamine Metabolism Dysfunction Syndrome 1 (Megaloblastic Anemia, Diabetes Mellitus, and Deafness Type); Thiamine responsive megaloblastic anemia syndrome; Thiamine-responsive megaloblastic anemia (TRMA) is characterized by a triad of megaloblastic anemia, non-type I diabetes mellitus, and sensorineural deafness; thiamine metabolism dysfunction syndrome 1; thiamine metabolism dysfunction syndrome 1 (megaloblastic anemia, diabetes mellitus and deafness type); thiamine-responsive anemia syndrome; thiamine-responsive megaloblastic anemia syndrome; thiamine-responsive megaloblastic anemia with diabetes mellitus and sensorineural deafness; thiamine-responsive myelodysplasia
WD	Q783955	orthopnea	medical condition; orthopnea
WD	Q44627471	supersensitivity psychosis	psychosis induced by chronic treatment with neuroleptics; supersensitivity psychosis
WD	Q2181165	specific interests	restricted interests; specific interests
WD	Q864028	Acute Otitis Media	Acute Otitis Media
WD	Q2756703	septo-optic dysplasia	De Morsier syndrome; SOD; medical condition; septo-optic dysplasia; septooptic dysplasia
WD	Q1753825	Wallerian degeneration	Wallerian degeneration; process
WD	Q91072186	small left colon syndrome	disease; small left colon syndrome
WD	Q918285	adrenocortical carcinoma	Adrenal cortical carcinoma; adrenal cortex cancer that forms in the outer layer of tissue of the adrenal gland and that has material basis in abnormally proliferating cells derives from epithelial cells; adrenal cortex carcinoma; adrenal cortical carcinoma (morphologic abnormality); adrenocortical carcinoma; carcinoma of the Adrenal cortex
WD	Q5162309	short-rib thoracic dysplasia 9 with or without polydactyly	Conorenal Syndrome; Conorenal syndrome; Mainzer-Saldino Syndrome; Renal Dysplasia, Retinal Pigmentary Dystrophy, Cerebellar Ataxia, and Skeletal Dysplasia; Renal dysplasia-retinal pigmentary dystrophy-cerebellar ataxia-skeletal dysplasia syndrome; SHORT-RIB THORACIC DYSPLASIA 9 WITH OR WITHOUT POLYDACTYLY; SRTD9; Saldino-Mainzer syndrome; asphyxiating thoracic dystrophy that has material basis in homozygous or compound heterozygous mutation in the IFT140 gene on chromosome 16p13; renal dysplasia, retinal pigmentary dystrophy, cerebellar ataxia and skeletal dysplasia; short-rib thoracic dysplasia 9 with or without polydactyly
WD	Q1526645	surra	infectious disease of mammals, caused by Trypanosoma; surra
WD	Q17112235	Pilon fracture	Pilon fracture; medical condition
WD	Q390434	aganglionosis	aganglionosis; congenital absence of nerve cells in the intestinal wall
WD	Q29014959	Diallinas-Amalric syndrome	Deafmutism-retinal degeneration syndrome; Diallinas-Amalric syndrome
WD	Q1144618	familial Mediterranean fever	FAMILIAL MEDITERRANEAN FEVER; FMF; Familial Mediterranean Fever, Autosomal Recessive; Human disease; Polyserositis, Familial Paroxysmal; Polyserositis, Recurrent; benign paroxysmal peritonitis; familial Mediterranean fever
WD	Q187842	autoimmune thyroiditis	Chronic Lymphocytic Thyroiditis; Hashimoto thyroiditis; Hashimoto's Disease; Hashimoto's syndrome; Hashimoto's thyroiditis; Lymphocytic Thyroiditis; autoimmune disease of endocrine system that involves inflammation located in thyroid gland caused by the immune system reacting against its own tissues; autoimmune thyroiditis
WD	Q913912	Von Graefe's sign	Von Graefe's sign; medical condition
WD	Q4675784	acrokeratosis verruciformis	ACROKERATOSIS VERRUCIFORMIS; AKV; Acrokeratosis verruciformis of Hopf; Hopf disease; Human disease; acrokeratosis verruciformis
WD	Q473041	Ego-state therapy	Ego-state therapy; parts-based psychodynamic approach
WD	Q166005	xenophobia	dislike of that which is perceived to be foreign or strange; xenophobia; xenophobism
WD	Q19001238	copper metabolism disease	Copper disorder; Human disease; copper metabolism disease; disorder of copper metabolism; disorder of copper metabolism (disorder); disorder of copper metabolism NOS (disorder); inborn error of cellular copper ion homeostasis; obsolete copper metabolism disease; rare inborn error of cellular copper ion homeostasis
WD	Q759183	immunoassay	biochemical test; immunoassay
WD	Q1588148	artificial nutrition	artificial feeding; artificial nutrition; nutritional support; topics referred to by the same term
WD	Q5035392	Capillary aneurysms	Capillary aneurysms; medical condition
WD	Q4751318	Ananda yoga	Ananda yoga; Hatha Yoga by Kriyananda
WD	Q57859955	cognitive dysfunction	cognitive dysfunction; cognitive impairment; impairment in cognitive functioning (e.g. disturbances in memory, or speed of information processing, executive functioning)
WD	Q2040895	canine influenza	canine influenza; dog flu; influenza occurring in canine animals
WD	Q2583514	Argentine hemorrhagic fever	Argentine hemorrhagic fever; Argentinian hemorrhagic fever; Junin hemorrhagic fever; human disease
WD	Q4676884	Actinic granuloma	Actinic granuloma; medical condition
WD	Q31835995	omentectomy	omentectomy; surgical procedure
WD	Q178059	paraphilia	Deviation, Sex; Deviations, Sex; Disorder, Paraphilic; Disorders, Paraphilic; Paraphilia; Paraphilias; Paraphilic Disorder; Sex Deviation; Sex Deviations; disorder of sexual preference; experience of intense sexual arousal to atypical objects, situations, or individuals; paraphilia; paraphilia disorder; sexual deviation; sexual perversion
WD	Q203699	insect sting allergy	insect sting allergy; type of allergy cause by an insect bite or sting
WD	Q5438018	fatty streak	fatty streak; visible lesion indicating atherosclerosis
WD	Q1783300	contrast-induced nephropathy	CIN; contrast-induced nephropathy; form of kidney damage in which there has been recent exposure to medical imaging contrast material
WD	Q8196331	triangular alopecia	medical condition; triangular alopecia
WD	Q12030238	coronavirus disease in birds	coronavirus disease in birds
WD	Q28449227	Tracheoinnominate fistula	Tracheoinnominate fistula; medical condition
WD	Q3536444	tissue and organ harvesting	organ and tissue harvesting; organ harvesting; organ procurement; organ retrieval; surgical procedure that removes organs or tissues for reuse; tissue and organ harvesting
WD	Q2000277	insulin pen	insulin pen; pharmaceutical device
WD	Q98079408	Depot injection	Depot injection; long-acting medication preparation
WD	Q11583761	Nocturnal sleep-related eating disorder	Nocturnal sleep-related eating disorder; medical condition
WD	Q56245607	raspberry jelly stool	raspberry jelly stool; symptom of diseases
WD	Q4672543	Accessory pathway	Accessory pathway; additional electrical connection between parts of the heart
WD	Q5405504	linear IgA bullous dermatosis	Human disease; LABD; linear IgA bullous dermatosis
WD	Q51368277	Carcinogenic parasite	Carcinogenic parasite; parasitic organism which depends on other organisms for their survival
WD	Q682798	bejel	Bejel (disorder); Dichuchwa; Endemic syphilis; Frenga; Human disease; Njovera; Njovera (disorder); Non-venereal endemic syphilis (disorder); Non-venereal endemic syphilis (disorder) [Ambiguous]; Nonvenereal endemic syphilis; Nonvenereal endemic syphilis (& [Bejel] or [Njovera]); Nonvenereal syphilis; bejel
WD	Q84955428	Marion's disease	Marion's disease; congenital obstruction of the posterior urethra
WD	Q890200	blood coagulation disease	Blood Coagulation Disorder; Blood Coagulation Disorders; Coagulation Defect; Coagulation Disorder; Coagulation Disorder, Blood; Coagulation Disorders, Blood; Disorder, Blood Coagulation; Disorders, Blood Coagulation; bleeding disorder; blood coagulation disease; blood coagulation diseases; coagulopathy; condition in which the blood’s ability to coagulate (form clots) is impaired; postpartum coagulation defect; postpartum coagulation defect with delivery
WD	Q834411	transmissible gastroenteritis of swine	Gastroenteritis, Transmissible, of Swine; porcine disease; transmissible gastroenteritis of swine
WD	Q56088358	Buffalopox	Buffalopox; viral disease mostly affecting buffalo
WD	Q7253117	pruritic papular eruption of HIV disease	Papular pruritic eruption of skin due to human immunodeficiency virus infection; disease; pruritic papular eruption of HIV disease
WD	Q758294	atypical choroid plexus papilloma	Atypical CPP; Atypical Choroid Plexus papilloma; Atypical choroid plexus papilloma (morphologic abnormality); Atypical papilloma of choroid plexus; Human disease; atypical choroid plexus papilloma
WD	Q7227189	Pomade acne	Pomade acne; skin condition caused by hair styling products
WD	Q3936116	ozaena	Ozena; atrophic rhinitis characterized by a foul odor from the nose; ozaena
WD	Q7180212	Phakomatosis pigmentokeratotica	Phakomatosis pigmentokeratotica; Phakomatosis pigmentokeratotica (PPK) is a very rare epidermal nevus disorder characterized by the association of speckled lentiginous nevi with epidermal sebaceous nevi, and extracutaneous anomalies
WD	Q47197007	metatropic dysplasia	metatropic dwarfism; metatropic dysplasia; metatropic dysplasia, nonlethal dominant
WD	Q5383706	Epithelioid cell histiocytoma	Epithelioid cell histiocytoma; medical condition
WD	Q2388598	Ollier disease	DYSCHONDROPLASIA; ENCHONDROMATOSIS, MULTIPLE; Enchondromatosis with haemangiomata; Kast's syndrome; OSTEOCHONDROMATOSIS; Ollier disease; rare nonhereditary sporadic disorder
WD	Q21129530	urogenital injury	Genitourinary tract injury; genitourinary injury; medical condition; urogenital injury
WD	Q5958563	Hypersegmented neutrophil	Hypersegmented neutrophil; unusual presence of neutrophils
WD	Q10701322	transport sickness in horses	transport sickness in horses
WD	Q5275419	nonepidermolytic palmoplantar keratoderma	Keratoderma, Palmoplantar, Diffuse; Thost-Unna Syndrome; Unna-Thost Syndrome; diffuse nonepidermolytic palmomplantar keratoderma; nonepidermolytic palmoplantar keratoderma; palmoplantar keratosis characterized by a well-demarcated, symmetric keratoderma located in palms and located in soles; tylosis
WD	Q799615	osteitis fibrosa cystica	Osteitis fibrosa cystica generalisata; Osteitis fibrosa cystica generalisata (disorder); Von Recklinghausen's bone disease; bone resorption disease that has material basis in hyperparathyroidism which results in hyperactivity in osteoclasts, deformity, and loss of mass located in bone; hyperparathyroid bone disease; osteitis fibrosa; osteitis fibrosa cystica
WD	Q120913155	spondylotic radiculomyelopathy	cervical spondylotic myelopathy; medical condition; spondylotic radiculomyelopathy
WD	Q490349	AST/ALT ratio	AST/ALT ratio; Ratio used in biochemistry; SGOT/SGPT ratio
WD	Q926462	pityriasis versicolor	Infection by Pityrosporum furfur; Malassezia furfur infection; Pityriasis versicolor; Pityriasis versicolor (disorder); condition characterized by a rash on the trunk and proximal extremities; infections, Malassezia furfur; pityriasis versicolor; tinea flava; tinea versicolor
WD	Q4820030	auditory integration training	Auditory Therapy; Auditory Training; auditory integration training; developing treatment for auditory disorders
WD	Q53711590	enduring personality change after psychiatric illness	enduring personality change after psychiatric illness; personality change attributable to the traumatic experience of suffering from a severe mental disorder
WD	Q17122800	Desbuquois dysplasia	Desbuquois dysplasia; Desbuquois syndrome; micromelic dwarfism with vertebral and metaphyseal abnormalities and advanced carpotarsal ossification; osteochondrodysplasia characterized by short stature, joint laxity, scoliosis, and advanced carpal ossification with a delta phalanx
WD	Q16877679	papillary renal cell carcinomas	Chromophil carcinoma of kidney; Papillary renal cell carcinoma; papillary kidney carcinoma; papillary renal cell carcinoma; papillary renal cell carcinomas; renal cell carcinoma that is characterized by the development of multiple, bilateral papillary renal tumors; sporadic papillary renal cell carcinoma
WD	Q1147089	acute pandysautonomia	Acute panautonomic GBS; Acute panautonomic Guillain-BarrC) syndrome; Acute panautonomic Guillain-Barré syndrome; Acute panautonomic neuropathy; acute pandysautonomia; human disease
WD	Q17640135	Coffee Wilt Disease	Coffee Wilt Disease; Coffee three disease
WD	Q135286968	incest in ancient Egypt	incest in ancient Egypt
WD	Q7545938	smoker's face	clinical sign; smoker's face
WD	Q7124842	Pain in invertebrates	Pain in invertebrates; contentious issue
WD	Q5467192	foraminotomy	foraminotomy; medical operation
WD	Q1637912	lung transplant	lung transplant; lung transplantation; pulmonary transplantation; surgical procedure in which a patient's diseased lungs are partially or totally replaced
WD	Q27868361	shikunshito	Kampo drug; Sijunzi Tang Wan; shikunshi-to; shikunshi-tō; shikunshito
WD	Q185325	cardiopulmonary resuscitation	CPR; Cardiopulmonary Resuscitation(CPR); cardiopulmonary resuscitation; emergency procedure to maintain the blood flow to vital organs and to restore normal heart function after sudden cardiac arrest also restarting the heart
WD	Q5445911	Fetal rhabdomyoma	Fetal rhabdomyoma; benign tumor of skeletal muscle
WD	Q2188844	thoracic endometriosis syndrome	Thoracic endometriosis; rare form of endometriosis; thoracic endometriosis syndrome
WD	Q388113	placental abruption	Abruptio Placentae, Premature Separation of Placenta; Premature Separation of Placenta; abruptio placenta; abruptio placentae; placenta disease that is characterized by separation of the placental lining from the uterus of the mother; placental abruption
WD	Q24963765	long-chain 3-hydroxyacyl-coenzyme A dehydrogenase deficiency	LCHAD deficiency; long-chain 3-hydroxyacyl-CoA dehydrogenase deficiency; long-chain 3-hydroxyacyl-coenzyme A dehydrogenase deficiency; medical condition
WD	Q6058509	intraocular schwannoma	intraocular schwannoma; type of eye tumor
WD	Q5319554	dysplastic nevus syndrome	B-K mole syndrome; FAMM syndrome; Human skin disease; atypical mole syndrome; dysplastic nevus syndrome; familial atypical multiple mole-melanoma
WD	Q4115541	ureteritis	medical condition; ureteritis
WD	Q1132108	hypospadias	condition in which the urethra does not open from the head of the penis; familial hypospadias; hypospadias
WD	Q6725487	Macroorchidism	Macroorchidism; having large testicles
WD	Q1779893	acne cosmetica	acne cosmetica; medical condition
WD	Q1642307	Suspension trauma	Suspension trauma; harness hang syndrome; orthostatic shock while suspended; type of medical trauma
WD	Q16815740	glycogen storage disease IX	Phosphorylase Kinase Deficiency; glycogen storage disease IX; glycogen storage disease characterized by deficiency of hepatic phosphorylase kinase activity; glycogen storage disease type IX
WD	Q7261509	Purpura of the nail bed	Purpura of the nail bed
WD	Q1550623	ruptured spleen	rupture of spleen; ruptured spleen; splenic rupture
WD	Q1535394	nesidioblastosis	carbohydrate metabolic disorder that involves low blood glucose resulting from an excess of insulin; hyperinsulinemic hypoglycemia; islet cell hyperplasia; nesidioblastosis; persistent hyperinsulinemia hypoglycemia of infancy
WD	Q25386047	myelotoxicity	myelotoxicity
WD	Q4982391	buccal swab	buccal smear; buccal swab; oral swab; way to collect DNA from the cells on the inside of a person's cheek
WD	Q5883713	familial juvenile gout	Familial juvenile hyperuricaemic nephropathy; familial juvenile gout; familial juvenile hyperuricemic nephropathy; kidney disease that is characterized by hyperuricemia with renal uric acid under-excretion, gout and chronic kidney disease
WD	Q12206262	degenerative lumbar scoliosis	degenerative lumbar scoliosis
WD	Q1640810	hyper-IgD syndrome	HIDS; HYPER-IgD SYNDROME; Hyperimmunoglobinemia D with recurrent fever; Hyperimmunoglobulinemia D and Periodic Fever Syndrome; Hyperimmunoglobulinemia D syndrome; Partial mevalonate kinase deficiency; Periodic Fever, Dutch Type; hyper-IgD syndrome
WD	Q5868917	fetal heart rate	FHR; Heart Rate, Fetal; fetal heart rate; heart rate of fetus
WD	Q55785407	syndromic craniosynostosis	craniosynostosis that is part of a larger syndrome; syndromic craniosynostosis
WD	Q1048728	Iowa gambling task	Bechara's Gambling Task; Bechara's gambling task; Gambling Task; IGT; Iowa Gambling Task; Iowa gambling task; gambling task; psychological task thought to simulate real-life decision making
WD	Q105393852	encapsulating peritoneal sclerosis	EPS; encapsulating peritoneal sclerosis; medical condition
WD	Q5609501	Grinker myelinopathy	Grinker myelinopathy; medical condition
WD	Q18747026	efferent loop syndrome	Efferent loop obstruction; efferent loop syndrome
WD	Q3961699	De Barsy syndrome	De Barsy syndrome; autosomal recessive cutis laxa type III; cutis laxa-corneal clouding-intellectual disability syndrome; human disease
WD	Q7135654	paraphilia NOS	Psychiatric diagnosis; paraphilia NOS; paraphilia not otherwise specified
WD	Q17153136	Cognitive Reflection Test	"CRT; Cognitive Reflection Test; task designed to measure a person's tendency to override an incorrect ""gut"" response and engage in further reflection to find a correct answer"
WD	Q1561430	developmental verbal dyspraxia	CAS; Childhood apraxia of speech; Developmental Verbal Dyspraxia; SPCH1; SPEECH-LANGUAGE DISORDER 1; Speech and language disorder with orofacial dyspraxia; Speech-language disorder type 1; developmental verbal dyspraxia; neurodevelopmental condition; speech-language disorder-1
WD	Q377568	melanocytic nevus	Melanotic nevus; NEVI PIGMENTED; Nevus, Pigmented; Pigmented naevus; Pigmented naevus NOS; Pigmented nevus; Pigmented nevus, no ICD-O subtype (morphologic abnormality); Sutton's naevus; melanocytic naevi, unspecified; melanocytic nevi, unspecified (disorder); melanocytic nevus; melanocytic nevus (disorder); melanocytic nevus of skin (disorder); mole; mole (skin); type of melanocytic tumor
WD	Q5113979	chronic leukemia	adult chronic leukemia; broad type of leukemia; disjoint with acute leukemia; chronic Leukemia; chronic leukemia; leukemia (disease), chronic
WD	Q2642518	small fiber peripheral neuropathy	EDS (Euler Danlos Syndrome), associated with.; small Fiber; small fiber peripheral neuropathy
WD	Q965539	hand fetishism	hand fetishism; hand partialism; quirofilia; sexual fascination with hands
WD	Q2148077	hemorrhage per rhexis	hemorrhage from rupture of a blood vessel.; hemorrhage per rhexis
WD	Q7835826	Traumatic calcinosis cutis	Traumatic calcinosis cutis; medical condition
WD	Q4246325	mosquito bite allergy	culicidosis; excessive reactions to mosquito bites; mosquito bite allergy
WD	Q7144747	pathergy	pathergy; skin condition causing skin lesions
WD	Q16670318	bi-partite placenta	Bilobate Placenta; Placenta duplex; Twin placenta; bi-partite placenta; bilobed placenta; bipartite placenta; placenta separated into two lobes
WD	Q2142075	Overriding aorta	Overriding aorta; medical condition
WD	Q124881304	Jackstone calculus	Jackstone calculus; type of urinary tract stone
WD	Q1581081	Wechsler Preschool and Primary Scale of Intelligence	WPPSI; Wechsler Preschool and Primary Scale of Intelligence; test
WD	Q814156	Beevor's sign	Beevor's sign; medical condition
WD	Q477390	hyperinsulinism	above normal level of insulin in the blood; hyperinsulinism
WD	Q1048573	tubulopathy	disease of renal tubule; disorder of renal tubule; medical condition; renal tubular disease; renal tubular disorder; renal tubule disease; tubulopathy
WD	Q16680211	Non-carious cervical lesions	Non carious lesion at cervical margin of tooth; Non-carious cervical lesions; dental condition
WD	Q1897247	hyperbilirubinemia	hyperbilirubinemia; medical condition
WD	Q3002709	cholinergic crisis	SLUDGE syndrome; cholinergic crisis; over-stimulation at a neuromuscular junction due to an excess of acetylcholine
WD	Q6899222	money disorder	maladaptive patterns of financial beliefs and behaviors; money disorder
WD	Q47512018	mucometrocolpos	The build of mucous behind an imperforate hymen; mucocolpos; mucometrocolpos
WD	Q494925	notalgia paresthetica	neuropathy causing itching between the shoulder blades; notalgia paresthetica
WD	Q4310099	Rhinotomy	Rhinotomy; mutilation, usually amputation, of the nose
WD	Q1077139	tic disorder	range of neurodevelopmental conditions with motor or phonic spasms; tic disorder
WD	Q6214648	Joffroy's sign	Joffroy's sign; medical condition
WD	Q19297696	orofaciodigital syndrome IV	Baraitser-Burn syndrome; Human disease; Mohr-Majewski syndrome; OFD syndrome 4; OFD4; OROFACIODIGITAL SYNDROME IV; Ofd Syndrome With Tibial Defects; Ofd Syndrome, Baraitser-Burn Type; Ofds 4; Oral facial digital syndrome 4; Oral facial digital syndrome type 4; Oral-Facial-Digital Syndrome, Type 4; Oral-facial-digital syndrome type 4; Orofaciodigital Syndrome type 4; Orofaciodigital syndrome 4; Orofaciodigital syndrome with tibial dysplasia; orofaciodigital syndrome IV; orofaciodigital syndrome type IV
WD	Q19000592	Major puerperal infectious disease	Human disease; Major puerperal infectious disease; obsolete Major puerperal infectious disease
WD	Q7435732	scotopic sensitivity syndrome	Irlen syndrome; Meares-Irlen syndrome; SSS; asfedia; proposed disorder of vision; scotopic sensitivity syndrome; visual stress
WD	Q18411789	Fried syndrome	Fried syndrome
WD	Q21109	codependency	co-dependence; co-dependency; co-dependent; codependence; codependency; codependent; codependents; psychological condition involving excessive emotional dependence on another person
WD	Q1023994	COMET	COMET; clinical study of the beta-blocker carvedilol
WD	Q11339151	Posner-Schlossman Syndrome	Glaucomatocyclitic crises; Glaucomatocyclitic crisis (disorder); Posner-Schlossman Syndrome; Posner-Schlossman syndrome; Posner–Schlossman syndrome; Terrien-Viel syndrome; glaucomatocyclitic crisis; human disease
WD	Q6523349	Lentigo simplex	Lentigo simplex; Simple lentigo; the most common form of lentigo
WD	Q22350879	Spondweni fever	Spondweni fever; medical condition
WD	Q6553516	Linear scleroderma	Linear scleroderma
WD	Q16939023	orthostatic proteinuria	Human disease; Postural albuminuria; orthostatic proteinuria
WD	Q2159548	Matsyasana	Matsyasana; Matsyāsana; reclining back-bending posture in hatha yoga
WD	Q5602214	GreenLight Laser Therapy	GreenLight Laser Therapy; KTP-laser; Therapeutic procedure
WD	Q7317001	Retrobulbar block	Retrobulbar block; regional anesthetic nerve block in the area located behind the globe of the eye
WD	Q7198355	Piskacek's sign	Piskacek's sign; indication of pregnancy
WD	Q1140495	pulse oximetry	Pulse oximetry; medical procedure; pulse oximetry
WD	Q1313618	monocytic leukemia	Schilling's leukemia; monocytic leukemia; type of myeloid leukemia characterized by a dominance of monocytes in the marrow
WD	Q109038501	autism cure	autism cure
WD	Q2851534	salpingooophorectomy	adnexectomy; removal of ovaries and Fallopian tubes; salpingo-oophorectomy; salpingooophorectomy
WD	Q189588	stomach cancer	Ca body - stomach; Ca lesser curvature - stomach; ca greater curvature of stomach; gastric cancer; gastrointestinal system cancer that is located in the stomach; malignant neoplasm of body of stomach; malignant neoplasm of lesser curve of stomach; malignant neoplasm of stomach; malignant tumor of body of stomach; malignant tumor of greater curve of stomach; malignant tumor of lesser curve of stomach; malignant tumor of stomach; stomach cancer
WD	Q10519403	hectic fever	fever connected with consumption, and showing itself by a bright pink flush on the cheeks; hectic fever
WD	Q18554800	hypertelorism, microtia, facial clefting syndrome	Bixler Christian Gorlin syndrome; Bixler syndrome; Bixler-Christian-Gorlin syndrome; HMC syndrome; HYPERTELORISM, MICROTIA, FACIAL CLEFTING SYNDROME; Hypertelorism-Microtia-Clefting Syndrome; Hypertelorism-microtia-facial clefting syndrome; autosomal recessive disease that is characterized by the combination of hypertelorism, cleft lip and palate and microtia; hypertelorism, microtia, facial clefting syndrome
WD	Q1617145	animal trypanosomiasis	animal trypanosomiasis; nagana; nagana pest; parasitic disease of vertebrates
WD	Q2754884	Tarantism	1500s and 1600s outbreak; Tarantism; Tarantolism; Tarentism
WD	Q5103227	Chlorproguanil/dapsone	Chlorproguanil/dapsone; Lapdap; chlorproguanil-dapsone; combination drug
WD	Q18624162	renal forniceal rupture	renal forniceal rupture
WD	Q2495346	Monorchism	Monorchism; state of having only one testicle within the scrotum
WD	Q1063091	Charcot's neurologic triad	Charcot's neurologic triad; triad of clinical signs associated with multiple sclerosis
WD	Q1752571	myelofibrosis	AMM; Agnogenic myeloid metaplasia; Aleukemic myelosis; CIMF; Cutaneous myelofibrosis; Idiopathic Bone Marrow Fibrosis; Idiopathic myelofibrosis; MYELOFIBROSIS; Megakaryocytic myelosclerosis; Myelofibrosis with myeloid metaplasia; Osteomyelofibrosis; bone Marrow Fibrosis; chronic idiopathic myelofibrosis; myelofibrosis; myeloid neoplasm that is located in the bone marrow which results in bone marrow being replaced by fibrous (scar) tissue; myelosclerosis; myelosclerosis with myeloid metaplasia; primary myelofibrosis
WD	Q4682229	Adeno associated virus and gene therapy of the human retina	Adeno associated virus and gene therapy of the human retina; medical procedure
WD	Q4316437	infection of the central nervous system	Central Nervous System Infection; Central Nervous System Infectious Disease; Central Nervous System Infectious Disorder; Infections, Central Nervous System; disease; infection of the central nervous system; infectious disease of central nervous system
WD	Q19987054	Chronic idiopathic axonal polyneuropathy	CIAP; Chronic idiopathic axonal polyneuropathy
WD	Q25401577	deep bite malocclusion	deep bite malocclusion
