system	code	label	synonyms
WD	Q47512038	vaginal anomaly	congenital defect; abnormal or absent vagina; rare vaginal malformation; vaginal anomaly
WD	Q1363508	monilethrix	Beaded hair; Human disease; MNLIX; MONILETHRIX; Moniliform hair syndrome; Nodose hair; monilethrix
WD	Q14195058	psychomotor therapy	PMT; psychomotor therapy
WD	Q3512243	autosomal dominant familial periodic fever	Fpf; Hibernian Fever, Familial; PERIODIC FEVER, FAMILIAL, AUTOSOMAL DOMINANT; TNF receptor 1-associated periodic syndrome; TNF receptor-associated periodic syndrome; TRAPS; TRAPS syndrome; Tnf Receptor-Associated Periodic Syndrome; Tumor Necrosis Factor Receptor 1-Associated Periodic Syndrome; Tumor Necrosis Factor Receptor-Associated Periodic Syndrome; autosomal dominant familial periodic fever; familial hibernian fever; human disease; tumor necrosis factor receptor 1 associated periodic syndrome
WD	Q2594651	Wuqinxi	Chinese physical exercise; Wu Qin Xi; Wuqinxi
WD	Q112108853	Cousin–Walbraum–Cegarra syndrome	Cousin–Walbraum–Cegarra syndrome; medical condition
WD	Q112578658	Uveitic glaucoma	Uveitic glaucoma; glaucoma caused by uveitis or its treatments
WD	Q107312066	COVID-19 pandemic in Córdoba (Argentina)	COVID-19 pandemic in Córdoba (Argentina)
WD	Q5319569	Dyssynergia	Dyssynergia; group of muscular disorders
WD	Q2522199	syndrome of Cassandra	Cassandra complex; Cassandra curse; Cassandra metaphor; Cassandra paradox; Cassandra phenomenon; Cassandra predicament; Cassandra syndrome; Cassandra's diemma; dilemma; metaphor originating from Greek mythology; phenomenon; syndrome of Cassandra
WD	Q3706830	neonatal diarrhea	infectious disease; neonatal diarrhea
WD	Q110419412	Meibomian gland dysfunction	Meibomian gland dysfunction; medical condition
WD	Q104834145	Waria	Waria; portmanteau word for the traditional third gender group in Indonesia
WD	Q1947270	spontaneous osteonecrosis of the knee	Ahlback's disease; medical condition; spontaneous osteonecrosis of the knee
WD	Q7259528	pulmonary hematoma	Blood collection in the lungs; Haematoma of lung; pulmonary hematoma
WD	Q11569034	post-burn pruritus	Itch burning; Itchy burn; post-burn pruritus
WD	Q3640994	metabolic block	metabolic block
WD	Q17148148	odontoonychodermal syndrome	OODD syndrome; Oculodentodigital dysplasia; odontoonychodermal syndrome; syndrome characterized by craniofacial, neurologic, limb and ocular abnormalities
WD	Q7168876	peritoneal mesothelioma	Advanced Malignant Mesothelioma of the Peritoneum; Advanced Peritoneal Malignant Mesothelioma; Advanced malignant Mesothelioma of Peritoneum; Diffuse malignant peritoneal mesothelioma; Malignant Peritoneal Mesothelioma, Advanced; Mesothelioma of Peritoneum; Mesothelioma of the Peritoneum; Peritoneal Mesothelioma; Primary malignant peritoneal mesothelioma; advanced malignant peritoneal mesothelioma; malignant mesothelioma of peritoneum; peritoneal mesothelioma; peritoneal mesothelioma (disease), malignant; peritoneum cancer that develops from cells of the mesothelium and is located in the peritoneum; peritoneum malignant mesothelioma (disease); peritoneum mesothelioma
WD	Q923020	epidermolysis bullosa	EB; acantholysis bullosa; butterfly disease; epidermolysis bullosa; epidermolysis bullosa (disorder); human disease
WD	Q1423943	separated shoulder	acromioclavicular joint injury; medical condition; separated shoulder
WD	Q6896359	Mollaret's meningitis	Benign recurrent meningitis; Herpes simplex meningitis; Human disease; Mollaret's meningitis
WD	Q25303650	foreign body aspiration	difficulty in breathing or choking caused by foreign body that entered the airway; foreign body aspiration; foreign body in respiratory tract; pulmonary aspiration; pulmonary aspiration syndrome
WD	Q2095886	fibroepithelioma of Pinkus	fibroepithelioma of Pinkus; histological variant of superficial basal cell carcinoma
WD	Q7434145	Scleroatrophic syndrome of Huriez	Palmoplantar keratoderma-sclerodactyly syndrome; Scleroatrophic syndrome; Scleroatrophic syndrome of Huriez; Sclerotylosis
WD	Q136706260	Mercury in fish	Mercury in fish; potential hazard from consuming fish
WD	Q7887948	United Kingdom Prospective Diabetes Study	Clinical research study; UKPDS; United Kingdom Prospective Diabetes Study
WD	Q5142442	Cold compression therapy	Cold compression therapy; to reduce pain and swelling from a sports or activity injury
WD	Q1963528	surgical treatment of ingrown toe nails	medical procedure; surgical treatment of ingrown toe nails
WD	Q1153419	interstitial lung disease	ILD; Lung Diseases, Interstitial; group of lung diseases affecting the interstitium (the tissue and space around the air sacs of the lungs); interstitial lung disease; interstitial pneumonitis; interstitial pulmonary disease
WD	Q55784600	hypomyelination with brain stem and spinal cord involvement and leg spasticity	Aspartyl-Trna Synthetase Deficiency; HBSL; HYPOMYELINATION WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT AND LEG SPASTICITY; human disease; hypomyelination with brain stem and spinal cord involvement and leg spasticity
WD	Q3333918	ruminal tympany	bloat; cattle disease; free-gas bloat; frothy bloat; hoven; ruminal bloa; ruminal tympany
WD	Q1389389	Feline odontoclastic resorptive lesion	Feline odontoclastic resorptive lesion; syndrome
WD	Q4063436	alveolar soft part sarcoma	ALVEOLAR SOFT PART SARCOMA; ASPS; Adult Alveolar Soft-Part Sarcoma; Alveolar Soft Part sarcoma; Alveolar soft-part sarcoma; Alveolar soft-tissue sarcoma; adult alveolar soft part sarcoma; alveolar soft part sarcoma; childhood alveolar soft part sarcoma; pediatric Alveolar soft Part sarcoma; soft tissue cancer that is a slow growing tumor of an unknown origin that effects children and effects young adults
WD	Q63780977	graduated exposure therapy	graduated exposure therapy
WD	Q744971	loosening of associations	loosening of associations
WD	Q5153617	Common seborrheic keratosis	Common seborrheic keratosis
WD	Q6737984	Majocchi's disease	Majocchi's disease; medical condition; purpura annularis telangiectodes
WD	Q2739660	rectum cancer	Malignant Neoplasm of the Rectum; Malignant Rectal Neoplasm; Malignant Tumor of the Rectum; cancer of rectum; carcinoma of rectum; carcinoma of the rectum; malignant Rectal tumor; malignant neoplasm of rectum; malignant rectum neoplasm; malignant rectum tumor; malignant tumor of rectum; malignant tumor of rectum (disorder); rectal cancer; rectum cancer
WD	Q3064951	Psychomotor retardation	Motormental retardation; Psychomotor impairment; Psychomotor retardation; Psychomotor slowing; mental and behavioral disorder involves a slowing-down of thought and a reduction of physical movements in an individual
WD	Q58833962	pituitary neoplasm	neoplasm listed in Medical Subject Headings (MeSH); pituitary neoplasm; pituitary neoplasms
WD	Q4183966	posterior polymorphous corneal dystrophy 2	PPCD2; posterior polymorphous corneal dystrophy 2; posterior polymorphous corneal dystrophy that has material basis in heterozygous mutation in the COL8A2 gene on chromosome 1p34.3
WD	Q5381902	eosinophilic cellulitis	Bullous cellulitis with eosinophilia; Eosinophilic cellulitis; Wells syndrome is characterised by the presence of recurrent cellulitis-like eruptions with eosinophilia; Wells' syndrome; eosinophilic cellulitis
WD	Q4866195	basaloid large cell carcinoma of the lung	Basaloid Large Cell Lung Carcinoma; Lung Basaloid Large Cell Carcinoma; basaloid large cell carcinoma of the lung; basaloid lung carcinoma; human disease
WD	Q7168573	perineocele	human disease; perineocele
WD	Q4676384	acroosteolysis	Acroosteolysis syndrome; acro-osteolysis; acroosteolysis; human disease; obsolete acroosteolysis
WD	Q1228381	Dische test	Dische reaction; Dische test; chemical test
WD	Q97273244	acute respiratory disease	acute respiratory disease; acute respiratory illness; type of respiratory disease
WD	Q5395975	eruption cyst	bluish swelling that occurs on the soft tissue over an erupting tooth; eruption cyst
WD	Q113883828	exaggeration	exaggeration; magnification (psychology); statement that represents something in an excessive manner
WD	Q2502327	foodborne acid erosion	foodborne acid erosion
WD	Q4531712	emotionally unstable personality disorder	emotionally unstable personality disorder
WD	Q5181978	Crandall syndrome	Alopecia deafness hypogonadism; Alopecia-deafness-hypogonadism syndrome; Alopecia-sensorineural deafness-hypogonadism syndrome; Crandall syndrome; medical condition
WD	Q21013827	narcodontics	dental treatment under general anesthesia; narcodontics
WD	Q15714148	carcinoid of the small intestine	carcinoid of the small intestine
WD	Q7900857	Urogenital pelvic malignancy	Urogenital pelvic malignancy
WD	Q108696096	irritation fibroma	Irritative hyperplasia of oral mucosa; disease; irritation fibroma
WD	Q1544408	Alagille syndrome	Alagille Syndrome; Alagille syndrome; Alagille-Watson syndrome; Arteriohepatic dysplasia; Arteriohepatic dysplasia (disorder); Syndromic bile duct paucity; congenital disorder of digestive system
WD	Q65116172	somatoform disorder not otherwise specified	somatoform disorder not otherwise specified
WD	Q7931112	Villitis of unknown etiology	Villitis of unknown etiology; medical condition
WD	Q3073144	fever during pregnancy	fever during pregnancy
WD	Q15914886	cow milk allergy	Bos taurus milk allergy; Milk protein allergy; cow milk allergy; milk allergy triggered by Bos taurus milk
WD	Q2634785	mercury in fish	mercury in fish; poisoned marine life
WD	Q1425813	nasal irrigation	Alkalol; nasal douche; nasal irrigation; nasal lavage; personal hygiene practice for rinsing out nasal passages.
WD	Q52527525	hyperarousal	hyperarousal
WD	Q10874	blindness	being blind; blind; blindness; complete or nearly complete lack of vision; visual acuity worse than 3/60; sightlessness
WD	Q3358860	Elliptocyte	Elliptocyte; abnormally shaped red blood cell; ovalocyte
WD	Q453166	tetraploidy	Tetraploidy syndrome; presence of four sets of chromosomes; tetraploidy
WD	Q5419654	excited delirium	AgDS; Agitated delirium; ExDS; Excited delirium syndrome; Hyperactive delirium with severe agitation; excited delirium; widely rejected diagnosis characterized as a potentially fatal state of extreme agitation and delirium
WD	Q4454701	Taeniasis saginata	Taeniasis saginata; beef tapeworm infection; parasitic disease caused by Taenia saginata
WD	Q4505938	infestation by Cytodites nudus	infestation by Cytodites nudus
WD	Q55607918	Collaural fistula	Cervico-auricular fistulae; Cervicoaural fistula; Collaural fistula; medical condition
WD	Q1477817	pupillary rigidity	lack of a reaction of the pupil to a light stimulus; pupillary rigidity
WD	Q5097983	Childhood linear IgA disease	Childhood linear IgA disease; Chronic bullous disease of childhood; Linear IgA bullous dermatosis
WD	Q18388539	digital hoarding	cyberhoarding; data hoarding; digital hoarding; digital pack-rattery; excessive acquisition of digital material
WD	Q2551557	hydrogen breath test	Medical diagnostic test; hydrogen breath test
WD	Q3658382	anaplastic thyroid cancer	Anaplastic Carcinoma of Thyroid; Anaplastic Carcinoma of Thyroid Gland; Anaplastic Carcinoma of the Thyroid; Anaplastic Carcinoma of the Thyroid Gland; Anaplastic Thyroid Cancer; Anaplastic Thyroid Carcinoma; Anaplastic Thyroid Gland Carcinoma; Dedifferentiated Thyroid Gland Carcinoma; Metaplastic Thyroid Gland Carcinoma; Pleomorphic Thyroid Gland Carcinoma; Sarcomatoid Thyroid Gland Carcinoma; Thyroid Gland Carcinosarcoma; Thyroid Gland Undifferentiated (Anaplastic) Carcinoma; Undifferentiated (Anaplastic) Thyroid Gland Cancer; Undifferentiated (Anaplastic) Thyroid Gland Carcinoma; Undifferentiated Carcinoma of Thyroid; Undifferentiated Carcinoma of Thyroid Gland; Undifferentiated Carcinoma of the Thyroid; Undifferentiated Carcinoma of the Thyroid Gland; Undifferentiated Thyroid Gland Carcinoma; Undifferentiated Thyroid Tumor; Undifferentiated thyroid carcinoma; anaplastic thyroid cancer; anaplastic thyroid carcinoma; form of thyroid cancer; thyroid gland anaplastic carcinoma; thyroid gland undifferentiated carcinoma
WD	Q55781410	progeria-short stature-pigmented nevi syndrome	Mulvihill-Smith syndrome; PROGEROID SHORT STATURE WITH PIGMENTED NEVI; Progeria-short stature-pigmented nevi is a progeroid disorder characterised by low birthweight, short stature, multiple pigmented nevi and lack of facial subcutaneous fat; progeria-short stature-pigmented nevi syndrome
WD	Q1699007	Johanson-Blizzard syndrome	JBS; Johanson-Blizzard syndrome; Johanson-Blizzard syndrome (disorder); Johanson–Blizzard syndrome; congenital disorder of digestive system
WD	Q85748175	Bone malrotation	Bone malrotation; medical condition
WD	Q25508690	microradiography	Microradiography; imaging technique; microradiography
WD	Q4732119	allergic inflammation	allergic inflammation
WD	Q53660462	lysosomal and lipase deficiency	lipid storage disease characterized by lysosomal and lipase deficiency; lysosomal and lipase deficiency
WD	Q620760	postural orthostatic tachycardia syndrome	POTS; condition in which a change from lying to standing causes an abnormally large increase in heart rate; familial orthostatic tachycardia due to norepinephrine transporter deficiency; irritable heart; mitral valve prolapse syndrome; neurocirculatory asthenia; orhtostatic intolerance; orthostatic intolerance due to NET deficiency; postural orthostatic tachycardia syndrome; postural tachycardia syndrome due to NET deficiency; soldiers heart
WD	Q120907723	Breeding Trakehner Horses	Breeding Trakehner Horses; Specific knowledge and expertise regarding Trakehner horses and their breeding
WD	Q3962039	obsolete syringomyelia and syringobulbia	Syringomyelia and syringobulbia (disorder); human disease; obsolete syringomyelia and syringobulbia; syringomyelia and syringobulbia
WD	Q1138267	coxa vara	Coxa Vara; Coxa vara infantum; coxa vara; hip deformity in which the femoral neck leans forward resulting in a decrease in the angle between the neck and shaft
WD	Q17149269	Xenotransfusion	Xenotransfusion; transfer of blood from one animal's veins into another's
WD	Q4021720	Necrobiotic xanthogranuloma	NXG; Necrobiotic xanthogranuloma; multisystem disease
WD	Q5509174	fungal pneumonia	Fungal Disease, Pulmonary; Fungal Diseases, Pulmonary; Fungal Infection, Pulmonary; Fungal Infections, Pulmonary; Fungal Lung Disease; Fungal Lung Diseases; Lung Disease, Fungal; Lung Diseases, Fungal; Pulmonary Fungal Disease; Pulmonary Fungal Diseases; Pulmonary Fungal Infection; Pulmonary Fungal Infections; fungal lung infectious disease; fungal pneumonia; human disease; pulmonary mycosis
WD	Q1136935	phlegmon	(Cutaneous abscess, unspecified) ICD-10; medical condition; phlegmon
WD	Q28130032	epididymal cyst	cyst of epididymis; epididymal cyst; medical condition
WD	Q3042140	hip dysplasia, Beukes type	BEUKES HIP DYSPLASIA; BFHD; BHD; Beukes Familial Hip Dysplasia; Beukes hip dysplasia; Cilliers-Beighton syndrome; Hip Dysplasia, Beukes Type; Osteoarthropathy, Premature Degenerative, of Hip; Premature degenerative osteoarthropathy of the hip; hip dysplasia, Beukes type; human disease
WD	Q43389521	Steinfeld syndrome	Holoprosencephaly radial heart renal anomalies; Holoprosencephaly-radial heart renal anomalies syndrome is characterised by holoprosencephaly, predominantly radial limb deficiency (absent thumbs, phocomelia), heart defects, kidney malformations and absence of gallbladder; Steinfeld syndrome
WD	Q938793	articular cartilage disease	Articular cartilage disorder involving ankle and foot; Articular cartilage disorder involving forearm; Articular cartilage disorder involving hand; Articular cartilage disorder involving multiple sites; Articular cartilage disorder involving pelvic region and thigh; Articular cartilage disorder involving shoulder region; Articular cartilage disorder involving upper arm; Articular cartilage disorder of ankle and/or foot (disorder); Articular cartilage disorder of forearm; Articular cartilage disorder of forearm (disorder); Articular cartilage disorder of hand; Articular cartilage disorder of hand (disorder); Articular cartilage disorder of multiple sites; Articular cartilage disorder of multiple sites (disorder); Articular cartilage disorder of shoulder region; Articular cartilage disorder of shoulder region (disorder); Articular cartilage disorder of the ankle and foot (disorder); Articular cartilage disorder of the forearm (disorder); Articular cartilage disorder of the hand (disorder); Articular cartilage disorder of the pelvic region and thigh; Articular cartilage disorder of the pelvic region and thigh (disorder); Articular cartilage disorder of the shoulder region (disorder); Articular cartilage disorder of the upper arm (disorder); Articular cartilage disorder of upper arm; Articular cartilage disorder of upper arm (disorder); articular cartilage disease; articular cartilage disorder of ankle and/or foot; articular cartilage of joint disease; disease involving the articular cartilage of joint; disease of articular cartilage of joint; disorder of articular cartilage of joint
WD	Q4868288	Bastian–Bruns sign	Bastian-Bruns law; Bastian–Bruns sign; loss of tone and deep tendon reflexes in the lower limbs in the presence of complete transection of the spinal cord above the level of the lumbar enlargement
WD	Q55222906	cytological procedure	cytologic procedure; cytologic technique; cytological procedure; cytological technique; cytological techniques; cytology procedure; cytology technique
WD	Q55789829	Boudhina Yedes Khiari syndrome	Boudhina Yedes Khiari syndrome; Boudhina-Yedes-Khiari syndrome; familial syndrome combining short stature, microcephaly, mental deficiency, seizures, hearing loss, and skin lesions
WD	Q7611600	glucocorticoid-induced osteoporosis	Human disease; glucocorticoid-induced osteoporosis; steroid-induced osteoporosis
WD	Q10549449	chronic pyelonephritis	Human disease; chronic pyelonephritis; pyelonephritis, chronic
WD	Q1934052	microsporidiosis	Infection by Microspora; Infection by Microspora (disorder); Infection by Microsporea; Infection by Microsporea (disorder); Infection by Microsporida; Infection by Microsporida (disorder); Microsporidia Infection; Microsporidiasis; microsporidian infection; microsporidiosis; obsolete opportunistic microsporidia mycosis; opportunistic microsporidia mycosis; opportunistic mycosis that results in systemic fungal infection in immunocompromised people, has material basis in Microsporidia phylum members
WD	Q3043345	paranoid psychosis	paranoid; paranoid psychosis
WD	Q3493538	thyroid medullary carcinoma	C Cell Carcinoma; CARCINOMA, C-CELL, MALIGNANT; MTC; Medullary Carcinoma; Medullary Carcinoma of Thyroid; Medullary Carcinoma of Thyroid Gland; Medullary Carcinoma of the Thyroid; Medullary Thyroid Gland Carcinoma; Medullary carcinoma of the Thyroid gland; Medullary thyroid cancer; Medullary thyroid carcinoma (disorder); Thyroid Gland Medullary Cancer; Thyroid Gland Medullary Carcinoma; Thyroid Gland Neuroendocrine Carcinoma; Thyroid Medullary Carcinoma; Ultimobranchial thyroid tumor; Ultimobranchial thyroid tumour; carcinoma of parafollicular cell; malignant thyroid neoplasm originating from C-cells; medullary thyroid carcinoma; parafollicular cell carcinoma; thyroid medullary carcinoma
WD	Q1609733	hereditary folate malabsorption	Congenital defect of folate absorption; Congenital folate malabsorption; FOLATE MALABSORPTION, HEREDITARY; Folate malabsorption; Folic acid transport defect; hereditary folate malabsorption; medical condition
WD	Q7130420	pancreatic serous cystadenoma	Pancreatic Microcystic Adenoma; Serous Cystadenoma of Pancreas; Serous Cystadenoma of the Pancreas; human disease; pancreas serous cystadenoma; pancreatic serous cystadenoma; serous microcystic adenoma
WD	Q7376681	Rud syndrome	ICHTHYOSIS AND MALE HYPOGONADISM; Rud Syndrome; Rud syndrome; Ruds; human disease
WD	Q6318955	Juvenile hyaline fibromatosis	Juvenile hyaline fibromatosis; Murray–Puretic–Drescher syndrome; medical condition
WD	Q1053822	brief psychotherapy	brief psychotherapy; brief therapy; form of psychotherapy; psychotherapy, brief
WD	Q3724806	subdural empyema	Subdural abscess; Subdural abscess (disorder); form of empyema in the subdural space; subdural empyema
WD	Q55788982	ring chromosome 15	Chromosome 15 ring; R15; Ring 15; Ring chromosome 15 syndrome; Ring chromosome type 15; medical condition; ring chromosome 15
WD	Q50349609	autosomal dominant non-syndromic intellectual disability 5	MENTAL RETARDATION, AUTOSOMAL DOMINANT 5; MRD5; Mental Retardation, Autosomal Dominant type 5; autosomal dominant mental retardation 5; autosomal dominant non-syndromic intellectual disability 5; autosomal dominant non-syndromic intellectual disability that has material basis in an autosomal dominant mutation of SYNGAP1 on chromosome 6p21.32
WD	Q11386382	atypical measles syndrome	atypical measles syndrome; mild measles long time after vaccination
WD	Q6063795	Ionotophoresis	Ionotophoresis
WD	Q136512967	dopamine depletion	Dopamine Crash; a significant reduction in the amount of dopamine present in specific areas of the brain, or a decrease in the overall function of the neurons that use dopamine as a signaling chemical (neurotransmitter); dopamine depletion
WD	Q20181915	rupture of ligament of ankle	rupture of ligament of ankle
WD	Q11583501	fungal rhinitis	fungal rhinitis
WD	Q28111799	bradyesthesia	Slowness of perception; bradyesthesia
WD	Q61081792	Chronic migraine	Chronic migraine
WD	Q7661287	symmastia	Connection of tissue between both breasts; Medial confluence of the breasts; symmastia
WD	Q24960528	3-methylglutaconic aciduria type 5	3 alpha methylglutaconic aciduria type V; 3 methylglutaconic aciduria type V; 3-METHYLGLUTACONIC ACIDURIA, TYPE V; 3-methylglutaconic aciduria that has material basis in homozygous mutation in the DNAJC19 gene on chromosome 3q26; 3-methylglutaconic aciduria type 5; 3-methylglutaconic aciduria type V; Cardiomyopathy, Dilated, With Ataxia; DCMA; DCMA syndrome; Dilated cardiomyopathy with ataxia syndrome; MGA 5; MGA V; MGA5; MGCA5; Mga, Type 5; dilated cardiomyopathy with ataxia
WD	Q23037743	shellfish allergy	food allergy triggered by Crustacea or Mollusca; shellfish allergy
WD	Q580886	Lachman test	Lachman test; Lachman's test; clinical test to diagnose knee ligament injury
WD	Q47494956	Radica and Doodica	Radica and Doodica; conjoined twins
WD	Q10297992	veterinary homeopathy	veterinary homeopathy
WD	Q30314162	Hemoglobin Hopkins-2	Hb Hop-2; Hemoglobin Hopkins-2
WD	Q7663817	systemic lupus erythematosus and pregnancy	lupus and pregnancy; systemic lupus erythematosus and pregnancy
WD	Q6362874	Kangri cancer	Kangri cancer
WD	Q189331	heart arrhythmia	Arrhythmia; Arrhythmias, Cardiac; CARDIAC ARRHYTHMIA; Extrasystoles; arrhythmia; cardiac arrhythmia; cardiac dysrhythmia; cardiac irregularities; cardiac rhythm disease; disrhythmia; group of conditions in which the heartbeat is irregular, too fast, or too slow; heart arrhythmia; irregular heart beat; irregular heartbeat; rare cardiac rhythm disease
WD	Q5456583	flaccid paralysis	clinical manifestation characterized by weakness or paralysis and reduced muscle tone; flaccid paralysis; floppy paralysis
WD	Q2820891	amoebic liver abscess	Liver Abscess, Amebic; amebic liver abscess; amoebic liver abscess; infectious disease
WD	Q6714500	L1 syndrome	Adducted Thumb With Mental Retardation; CRASH syndrome; Clasped Thumb and Mental Retardation; Gareis-Mason syndrome; Intellectual disability-aphasia-shuffling gait-adducted thumbs syndrome; L1 syndrome; MASA SYNDROME; Mental Retardation, Aphasia, Shuffling Gait, and Adducted Thumbs; SPG1; Spastic Paraplegia 1, X-Linked; Spastic Paraplegia, X-linked; Thumb, Congenital Clasped, With Mental Retardation; X-linked complicated hereditary spastic paraplegia type 1; X-linked corpus callosum agenesis; X-linked spastic paraplegia 1; hereditary spastic paraplegia 1; hereditary spastic paraplegia that is characterized by hydrocephalus, spasticity of the lower limbs, adducted thumbs, aphasia, seizures, agenesis of the corpus callosum and intellectual disability in the mild to moderate range
WD	Q49001505	Enamel fracture	Enamel fracture
WD	Q55783063	porencephaly-cerebellar hypoplasia-internal malformations syndrome	Bonnemann-Meinecke syndrome; PORENCEPHALY, CEREBELLAR HYPOPLASIA, AND INTERNAL MALFORMATIONS; medical condition; porencephaly-cerebellar hypoplasia-internal malformations syndrome
WD	Q18556352	myotonic disease	muscular dystrophy characterized by progressive muscle wasting and weakness; myotonic disease
WD	Q1412895	penile fracture	penile fracture; rupture of one or both of the tunica albuginea, the fibrous coverings that envelop the penis's corpora cavernosa
WD	Q18967482	secondary malignant neoplasm of brain and spinal cord	CNS metastases; CNS metastases (tumor staging); Central nervous system metastase; Human disease; metastatic tumor to the CNS; obsolete CNS metastases; obsolete secondary malignant neoplasm of brain and spinal cord; secondary malignant neoplasm of brain and spinal cord; secondary malignant neoplasm of brain and spinal cord (disorder); secondary malignant neoplasm of brain or spinal cord NOS (disorder)
WD	Q2197023	graphesthesia	graphesthesia; precise cutaneous sensibility in the hand explored using a stylus
WD	Q8263002	pancreatic ductal carcinoma	Carcinoma, Pancreatic Ductal; Pancreatic ductal carcinoma; malignant neoplasm of duct of Wirsung; most common cancer of the pancreas; pancreatic duct cancer; pancreatic ductal adenocarcinoma; pancreatic ductal carcinoma
WD	Q9158000	antromastoidectomy	antromastoidectomy
WD	Q20387760	opportunistic pneumonia	opportunistic pneumonia
WD	Q87655120	COVID-19 pandemic in the Community of Madrid	COVID-19 pandemic in the Community of Madrid; viral outbreak in Spain
WD	Q1451794	women's disease	outdated class of diseases; women's disease
WD	Q4652872	AN/PSQ-20	AN/PSQ-20; ENVG-I; ENVG-II; ENVG-III; Enhanced Night Vision Goggle; SENVG (Spiral Enhanced Night Vision Goggle); US military thermal fusion night vision goggle
WD	Q184527	Anussati	Anussati; type of meditation and devotional practices
WD	Q2149420	intention tremor	dyskinetic disorder characterized by a broad, coarse, and low frequency tremor; intention tremor
WD	Q16308999	Sangya Yoga	Sangya Yoga
WD	Q7916478	vasectomy reversal	medical procedure; vasectomy reversal
WD	Q9343710	stapedotomy	stapedotomy
WD	Q927148	bronchoalveolar lavage	BAL; bronchoalveolar lavage; bronchoalveolar washing; diagnostic method of the lower respiratory system in which a bronchoscope is passed through the mouth or nose into an appropriate airway in the lungs, with a measured amount of fluid introduced and then collected for examination
WD	Q18211561	infection in pregnancy	Pregnancy Complications, Infectious; becoming infected with a disease while pregnant; infection in pregnancy
WD	Q992274	Brudziński's sign	Brudzinski's sign; Brudziński sign; Brudziński's sign; simple neurological reaction that can be used to test patients for meningitis
WD	Q1641008	hyperkinetic heart syndrome	Human disease; hyperkinetic heart disease; hyperkinetic heart syndrome; obsolete hyperkinetic heart syndrome
WD	Q3984210	treatment of mental disorders	medical intervention; psychiatric treatment; treatment of mental disorders
WD	Q41184	clinical lycanthropy	clinical lycanthropy; lycomania; psychopathological symptom
WD	Q1429176	flooding	flooding; flooding therapy; form of exposure therapy; implosive therapy; in vivo exposure therapy
WD	Q7168713	peripheral tolerance	peripheral immune tolerance; peripheral tolerance; term
WD	Q56014617	lymph node neoplasm	Lymph Node Neoplasm; lymph node neoplasm; lymph node neoplasm (disease); neoplasm involving a lymph node
WD	Q25324253	Congenital bilateral perisylvian syndrome	BPPX; Bpp; Congenital bilateral perisylvian syndrome; POLYMICROGYRIA, BILATERAL PERISYLVIAN, X-LINKED; Perisylvian Syndrome, Congenital Bilateral; Pmgx; human disease
WD	Q1071481	Cheyne–Stokes respiration	Cheyne-Stokes respiration; Cheyne–Stokes respiration; symptom
WD	Q3281380	X-linked lymphoproliferative disease	X-linked lymphoproliferative disease; X-linked lymphoproliferative syndrome; lymphoproliferative disorder
WD	Q1503754	Gordon's sign	Clinical sign; Gordon reflex; Gordon's sign; paradoxical flexor reflex
WD	Q7831635	traction alopecia	hair loss due to constant pulling; traction alopecia
WD	Q7622278	Stratton Parker syndrome	Growth Hormone Deficiency With Wormian Bones, Cardiac Anomaly, and Brachycamptodactyly; Stratton Parker syndrome; Stratton-Parker syndrome; medical condition; short stature-wormian bones-dextrocardia syndrome
WD	Q2005391	Early childhood caries	Early childhood caries; dental disease of young children
WD	Q56026208	ring of paleness around the mouth	diagnostic symptom; ring of paleness around the mouth
WD	Q555631	earworm	INMI; brainworm; catchy piece of music that continually repeats through a person's mind after it is no longer playing; earworm; involuntary musical imagery; sticky music; stuck song syndrome
WD	Q1781300	braxy	bacterial disease of sheep; braxy
WD	Q6548933	limb-sparing techniques	Limb Salvage; alternative to amputation; limb-sparing techniques
WD	Q270421	muscle weakness	lack of muscle strength; muscle weakness; myasthenia
WD	Q2637111	gingival overgrowth	Gingival enlargement; Gingival enlargement (disorder); Gingival enlargement NOS; Gingival enlargement NOS (disorder); Human disease; gingival hyperplasia; gingival hypertrophy; gingival overgrowth; hypertrophic gingivitis
WD	Q18554592	spinal cord lipoma	Lipoma of spinal cord; Lipoma of spinal cord (disorder); Spinal Cord Lipoma; central nervous system lipoma that is characterized by abnormal fat accumulation in and around the spinal cord; spinal cord lipoma; spinal lipoma
WD	Q111681631	Lipaemia retinalis	Lipaemia retinalis; Retinal disease caused by high amounts of triglycerides in the blood
WD	Q4953452	brachygnathism	brachygnathism; horse disease
WD	Q22162415	phallophobia	fear of the erect penis or excessive aversion to masculinity; phallophobia
WD	Q361480	Double inlet left ventricle	Double inlet left ventricle; Single ventricle; medical condition
WD	Q17004153	pacemaker failure	pacemaker failure; pacemaker malfunction
WD	Q5018779	Calcifying epithelial odontogenic tumor	CEOT; Calcifying Epithelial Odontogenic Tumor; Calcifying epithelial odontogenic tumor; Pindborg tumor; calcifying epithelial odontogenic tumor; odontogenic tumor
